Time,Content
2021-11-30,闻泰科技(600745.SH)：闻天下、张秋红、张丹琳合计解质1797.6459万股
2021-11-30,闻泰科技：首批量产产品已发货 产品进入批量出货阶段
2021-11-30,闻泰科技(600745.SH)：首批量产产品已发货 产品进入批量出货阶段
2021-11-26,闻泰科技控股股东闻天下质押1457万股 用于自身经营
2021-11-25,闻泰科技(600745.SH)：股东闻天下质押1457万股
2021-11-23,闻泰科技(600745.SH)：股东解押620万股
2021-11-18,闻泰科技(600745.SH)：股东质押506万股
2021-11-04,闻泰科技24亿收购切入苹果产业链 三次并购构建全产业链客户服务能力
2021-11-03,“咬住”苹果？闻泰科技称与境外特定客户确定量产计划，股价却……
2021-11-03,闻泰科技与境外特定客户确定摄像头量产计划，市场猜测客户为苹果
2021-11-02,闻泰科技：已与境外特定客户确定量产计划
2021-11-02,闻泰科技(600745.SH)：已与境外特定客户确定了量产计划、目前正在积极筹备量产工作
2021-10-31,闻泰科技(600745.SH)第三季度净利润8.09亿元 同比增长45.06%
2021-10-29,闻泰科技：第三季度净利8.09亿元 同比增长45.06%
2021-10-27,闻泰科技高开近5% 拿到苹果2022年新款MacBook Air独家组装订单
2021-10-12,闻泰科技：拟4800万元参与投资设立有限合伙企业
2021-10-12,闻泰科技(600745.SH)：子(孙)公司拟投资上海闻融企业管理合伙企业
2021-09-29,闻泰科技2名第一大股东合计质押47.65万股 用于个人需求
2021-09-27,闻泰科技股东闻天下质押650万股 用于补充质押
2021-09-23,闻泰科技：为更好地进行主业相关产业布局 孙公司拟1亿元参与投资私募基金
2021-09-17,闻泰科技(600745.SH)：拟投资上海闻芯 有利于公司产业链的延伸
2021-09-17,闻泰科技(600745.SH)：拟实缴投资武岳峰浦江二期出资额1亿元
2021-09-06,闻泰科技：子公司多款SiP产品下线
2021-08-30,闻泰科技涨停，芯片ETF(512760)涨超1.5%
2021-08-30,闻泰科技(600745.SH)涨停 上半年半导体业绩亮眼
2021-08-27,闻泰科技2021年半年度净利12.32亿元 同比净利减少27.56%
2021-08-27,闻泰科技(600745.SH)半年度净利润12.32亿元 同比下降27.56%
2021-08-18,科技股走低，闻泰科技单边下跌，5G50ETF（159811）跌至低位
