Time,Content
2021-11-03,山西汾酒延续高增长态势 前三季度净利润超去年全年水平
2021-10-29,品质“粮”心成就“汾酒速度”：山西汾酒前三季度净利润同比大增95.13%
2021-10-28,山西汾酒(600809.SH)：第三季度净利增53.24%至13.35亿元
2021-10-18,【龙虎榜】山西汾酒10月18日成交明细
2021-10-18,山西汾酒跌停 北向资金净卖出3.56亿元
2021-09-17,山西汾酒大涨超5%，食品ETF（515710）涨超1%，板块获北向资金净买入第一
2021-08-31,山西汾酒上半年营收净利双增背后：从“汾酒复兴”到建立“大汾时代”
2021-08-27,山西汾酒2021年半年度净利35.44亿元 同比净利增加117.54%
2021-08-27,山西汾酒半年度营收首次突破百亿元 净利润35.44亿元已超去年全年
2021-08-27,山西汾酒、酒鬼酒净利润同比翻番，大涨超5%！茅台1935来了
2021-08-27,A股异动丨山西汾酒(600809.SH)涨近6% 上半年净利升117.54%
2021-08-27,一图读财报：山西汾酒上半年归母净利润大增117.54% 全国化进展成效显著
2021-08-26,山西汾酒：上半年净利35.44亿元 同比增长118%
2021-08-26,山西汾酒(600809.SH)上半年净利升117.54%至35.44亿元
2021-08-23,中信证券：建议坚定配置并逐步加仓贵州茅台、五粮液、山西汾酒、泸州老窖
2021-08-02,【龙虎榜】山西汾酒8月2日成交明细
2021-08-02,白酒股持续发力，酒鬼酒涨停，山西汾酒涨超7%！
2021-07-21,山西汾酒(600809.SH)：拟投建消防站及两个中心配套人防工程项目
2021-07-21,山西汾酒(600809.SH)：拟5382.02万元投建竹叶青酒生产车间及配套系统
2021-07-21,山西汾酒(600809.SH)：拟投建中国露酒提取车间工艺技改项目
2021-07-21,山西汾酒(600809.SH)：中国汾酒城管理中心拟投资采购无釉储酒陶缸增加原酒储能项目
2021-07-21,山西汾酒(600809.SH)：拟以3.97亿元投建新增5.88万吨原酒储能项目
2021-07-21,山西汾酒(600809.SH)：拟以4.9亿元投建新增1万吨原酒产能项目
2021-07-16,中信建投：山西汾酒二季度业绩超市场预期，维持“买入”评级
2021-07-15,白酒板块再度拉升，山西汾酒涨近4%，市值超4500亿元
2021-07-15,山西汾酒业绩预告：营收、利润高增长，清香酒助热白酒板块
2021-07-14,山西汾酒一瓶白酒3199元超茅台 市值4371亿跻身行业前三
2021-07-14,国企改革积势蓄力 山西汾酒步入跨越式发展快车道
2021-07-14,招商证券：山西汾酒业绩持续高增，维持“强烈推荐-A”评级
2021-07-13,吃喝板块崛起白酒强势拉升！山西汾酒涨7%
2021-07-13,山西汾酒：上半年净利润预计同比增长110%-130%
2021-07-13,舍得酒业、山西汾酒大涨 带动白酒板块全线走强
2021-07-13,A股异动丨山西汾酒(600809.SH)高开近8% 上半年净利预增70%-80%
2021-07-13,山西汾酒：预计2021上半年净利润同比增长110%-130%
2021-07-12,山西汾酒2021年上半年预计净利增加17.66亿-20.87亿增加110%-130% 配制酒销量增长
2021-07-12,山西汾酒(600809.SH)：上半年净利预增70%-80%(重述后)
2021-06-28,山西汾酒(600809.SH)：2020年度权益分派10送4派2元 股权登记日7月2日
2021-06-23,【龙虎榜】山西汾酒6月23日成交明细
2021-06-23,山西汾酒：竹叶青酒、白玉汾酒产品均列示在公司年报分产品销售情况中配制酒科目中
2021-06-23,山西汾酒：公司银行承兑汇票的增加 主要系公司销售收入大幅增长
2021-06-23,山西汾酒：因公司的产销量增速较快与之配套的仓储规模也随之增加
2021-06-23,白酒股午后下探，山西汾酒跌超8%！华创证券：看好高端白酒确定性
2021-06-23,白酒板块走弱，山西汾酒跌7%！食品ETF融资余额又创新高！国金证券：高端白酒具备确定性和估值性价比
2021-06-21,白酒再跳水！山西汾酒跌7%！食品ETF（515710）午后溢价高企
2021-06-11,端午节前调整温和
2021-06-07,老白干酒涨停封板！山西汾酒、酒鬼酒再创历史新高
2021-06-07,山西汾酒股价首次突破500元大关
2021-06-07,白酒股强势！山西汾酒、酒鬼酒、舍得、水井坊创历史新高
2021-05-07,山西汾酒市场扩张动力强劲 一季度营收已超2017年全年指标
2021-05-03,人均薪酬最高逾30万，11只股价翻倍最大涨逾3倍，最多赚467亿......2020年白酒之“最”来了
2021-04-29,东北证券：山西汾酒一季度业绩增速环比提升明显，维持“买入”评级
2021-04-28,汾酒加速度！超级大单品助推青花品牌站稳高端，乡村产业发展再添“汾酒力量”，下半场深化改革将激发新活力
2021-04-28,山西汾酒2020年净利增长56.39% 优化公司治理结构
2021-04-28,山西汾酒：20年逆势高歌猛进，“十四五”迎来开门红
2021-04-27,业绩亮眼！3400亿巨头业绩爆表，公募一哥却大举抛售，什么情况？6万股民已沸腾，刘彦春狂买23亿
2021-04-27,山西汾酒一季报业绩大增，部分基金经理买入或抛售
2021-04-27,一季度业绩增速远超预期 山西汾酒(600809.SH)涨近4%领涨白酒股
2021-04-27,山西汾酒一季度营收净利同比均增近八成 创造公司历史同期最好业绩
2021-04-27,山西汾酒：一季度净利润增长约78%，收入近六成来自省外
2021-04-27,山西汾酒发布2021年一季报，收入、利润巨幅增长，近六成营收由省外市场贡献！
2021-04-27,新三板蓝筹股商客通：2020年净利增长53% 分红力度连续4年超过山西汾酒
2021-04-26,山西汾酒(600809.SH)2020年度净利润升56.39%至30.79亿元 拟10送4派2元
2021-04-26,山西汾酒(600809.SH)一季度净利润升77.72%至21.82亿元
2021-04-26,山西汾酒：2020年净利同比增56% 拟10送4派2元
2021-04-26,山西汾酒年度报告：2020年净利润同比增长56% 拟10送4派2元
2021-04-08,白酒板块拉升 酒鬼酒、山西汾酒涨超6%
2021-03-16,山西汾酒涨5%，茅台股价重返2000元！华创证券：白酒已至价值布局区间
2021-03-15,泸州老窖、山西汾酒跌逾8%，华泰证券：风物长宜放眼量，白酒配置价值渐显
2021-03-15,白酒再调整，山西汾酒跌6%，泸州老窖，酒鬼酒跌逾4%
2021-03-11,山西汾酒逼近涨停！酒鬼酒、泸州老窖涨超8%，食品ETF（515710）暴涨4.66%
2021-03-10,白酒股大反弹！茅台涨逾2%，泸州老窖大涨6%！业绩超预期，山西汾酒强势涨停
2021-03-10,午评：沪指涨0.67%创业板指大涨2.95%，基金重仓板块大涨，山西汾酒、通策医疗涨停
2021-03-10,白酒全线拉升山西汾酒涨停！五粮液、泸州老窖涨超4%
2021-03-10,山西汾酒去年营收139.96亿元 净利润31.06亿元
2021-03-09,山西汾酒2020年度净利31.06亿增长57.75% 青花汾酒系列销售提升
2021-03-09,业绩稳健增长 开启十四五新征程
2021-03-09,山西汾酒：归属股东净利润同比增长58%至31亿元
2021-03-09,山西汾酒(600809.SH)业绩快报：2020年度净利润升57.75%至31.06亿元
2021-03-09,山西汾酒业绩快报：2020年净利润31亿元 同比增长58%
2021-02-22,【龙虎榜】山西汾酒2月22日成交明细
2021-02-22,白酒板块大跌6.6%：山西汾酒、酒鬼酒跌停，五粮液逼近跌停
2021-02-10,白酒股全线大涨 茅台、五粮液、泸州老窖、山西汾酒均创新高
2021-01-25,"[山西汾酒]李秋喜线上出席2021中国企业信用发展论坛暨第十二届诚信公益盛典,并作主题演讲"
2021-01-19,山西汾酒销售费用远超营收增速 近一年涨3倍如何撑起白酒市值第4？
2021-01-08,[山西汾酒]大事件:汾酒“活态文化”新名片
2021-01-08,[山西汾酒]汾酒股价首破400元;仁怀最新规划:严控城市规模;茗酿、李渡调价
2021-01-04,贵州茅台去年增利10%达455亿元
2020-12-31,山西汾酒：2020年年度业绩报告预告
2020-12-28,山西汾酒(600809.SH)涨超8%创历史新高 预计2020年全年收入增长17%
2020-12-28,白酒股再度走强 酒鬼酒、ST舍得涨停 山西汾酒、老白干酒等多股大涨
2020-12-22,[山西汾酒]山西省工业旅游联盟、工业博物馆联盟年会暨“研学汾酒”项目签约仪式成功举行!
2020-12-22,[山西汾酒]2020竹叶青酒战略发展大会在太原召开 李秋喜出席并作重要讲话 谭忠豹向大会致辞
2020-12-21,[山西汾酒]青花汾酒30·复兴版的100天
2020-12-21,"[山西汾酒]“让每个客户越做越有底气”,竹叶青酒会是下一个汾酒吗"
2020-12-18,白酒股继续大涨 山西汾酒、泸州老窖、酒鬼酒等多股创历史新高
2020-12-17,白酒股继续走强 大豪科技、金种子酒涨停 青青稞酒、山西汾酒等多股大涨
2020-12-17,白酒或开启新一轮涨价！今世缘、山西汾酒、五粮液等多股创历史新高
