Time,close,high,low,volume,open,return
2021-06-01,116.85,117.15,108.02,34042377.0,108.02,-0.00479246897732125
2021-06-02,116.29,117.8,114.58,19002235.0,117.5,-0.028463324447501954
2021-06-03,112.98,117.1,112.84,19302785.0,116.29,0.008143034165339014
2021-06-04,113.9,114.84,112.0,17400906.0,112.2,-0.001668129938542686
2021-06-07,113.71,114.7,112.25,17109352.0,114.06,-0.023304898425819995
2021-06-08,111.06,114.18,109.66,18890383.0,114.02,0.03367549072573379
2021-06-09,114.8,114.8,109.7,25051057.0,110.0,-0.005574912891986068
2021-06-10,114.16,115.4,113.4,18700783.0,114.0,0.005606166783461813
2021-06-11,114.8,117.1,113.62,20170783.0,114.45,-0.000696864111498243
2021-06-15,114.72,119.9,114.2,21629962.0,114.85,-0.04105648535564848
2021-06-16,110.01,117.88,109.85,24732007.0,115.1,-0.019998181983456074
2021-06-17,107.81,110.16,106.23,22274852.0,108.44,-0.03348483443094332
2021-06-18,104.2,107.7,102.7,33860918.0,107.7,0.007677543186180395
2021-06-21,105.0,105.35,102.7,18090125.0,103.46,0.016476190476190516
2021-06-22,106.73,108.26,106.0,15695903.0,106.0,-0.017239763890190232
2021-06-23,104.89,107.0,104.54,16375363.0,107.0,0.0009533797311468617
2021-06-24,104.99,105.5,103.55,11045306.0,105.28,0.042956472044956714
2021-06-25,109.5,109.97,104.66,25555406.0,104.66,-0.011232876712328803
2021-06-28,108.27,110.4,107.0,17766093.0,110.0,-0.004618084418583172
2021-06-29,107.77,108.79,107.05,13492048.0,107.21,0.009742971142247352
2021-06-30,108.82,110.18,107.11,14067921.0,107.78,-0.01681676162470133
2021-07-01,106.99,109.48,105.01,15823334.0,109.48,-0.028413870455182653
2021-07-02,103.95,106.5,103.57,17488411.0,105.51,0.08379028379028373
2021-07-05,112.66,112.8,105.0,47780381.0,105.15,0.05538789277472048
2021-07-06,118.9,119.0,114.0,40894921.0,114.0,0.0
2021-07-07,118.9,119.15,115.77,28117584.0,117.0,0.008410428931875526
2021-07-08,119.9,123.66,119.16,25215563.0,119.33,0.039616346955796494
2021-07-09,124.65,125.63,119.31,34737522.0,123.26,0.02222222222222219
2021-07-12,127.42,131.8,125.64,39020857.0,126.03,-0.00839742583581861
2021-07-13,126.35,129.53,124.9,24031424.0,127.42,-0.007518796992481113
2021-07-14,125.4,128.15,124.1,16371285.0,127.9,0.03229665071770321
2021-07-15,129.45,131.6,125.9,26212923.0,126.41,-0.03522595596755495
2021-07-16,124.89,131.56,124.24,25367665.0,131.0,-0.0027223957082232637
2021-07-19,124.55,126.27,122.2,17922928.0,125.95,-0.03315937374548371
2021-07-20,120.42,121.8,118.18,26028133.0,121.8,0.011293805015778105
2021-07-21,121.78,122.9,120.25,19992481.0,121.88,0.006733453769091749
2021-07-22,122.6,125.49,121.67,20784881.0,122.66,-0.030179445350734004
2021-07-23,118.9,124.39,118.8,23245137.0,123.2,-0.014465937762825894
2021-07-26,117.18,121.5,113.99,20947965.0,120.5,-0.044717528588496404
2021-07-27,111.94,119.0,111.76,24539734.0,118.65,-0.027604073610862992
2021-07-28,108.85,111.94,107.23,30752694.0,111.0,0.052090032154340854
2021-07-29,114.52,115.0,108.35,33038051.0,111.8,-0.006985679357317475
2021-07-30,113.72,116.6,111.58,28485170.0,116.5,0.05513542033063662
2021-08-02,119.99,120.5,112.51,31990003.0,112.88,0.005083756979748308
2021-08-03,120.6,121.38,116.73,22212054.0,120.5,-0.011857379767827468
2021-08-04,119.17,120.59,116.98,17446583.0,119.01,-0.028698497944113464
2021-08-05,115.75,118.35,114.32,21517231.0,118.35,-0.028077753779697623
2021-08-06,112.5,116.49,111.73,22940572.0,116.49,0.016177777777777718
2021-08-09,114.32,115.49,111.5,20160378.0,112.88,-0.004723582925122394
2021-08-10,113.78,114.4,111.68,18231171.0,113.01,-0.010370891193531436
2021-08-11,112.6,115.99,112.2,15870563.0,114.01,-0.022380106571936023
2021-08-12,110.08,113.2,109.35,23396399.0,112.9,0.03106831395348839
2021-08-13,113.5,115.0,110.08,26438725.0,110.6,0.009691629955947087
2021-08-16,114.6,116.46,112.22,29085402.0,114.67,-0.03132635253054092
2021-08-17,111.01,115.74,110.6,20988028.0,114.78,-0.012251148545176104
2021-08-18,109.65,111.79,108.39,14575163.0,111.1,-0.024350205198358427
2021-08-19,106.98,109.03,105.75,26459911.0,109.03,-0.019816788184707463
2021-08-20,104.86,107.78,101.7,27795531.0,106.98,0.011825290864009106
2021-08-23,106.1,106.91,104.07,17626738.0,104.86,0.008294062205466633
2021-08-24,106.98,107.68,105.35,19008229.0,106.12,-0.008132361189007333
2021-08-25,106.11,107.7,104.45,20457024.0,107.7,0.004429365752520958
2021-08-26,106.58,108.79,104.5,20155133.0,106.28,-0.017639331957215194
2021-08-27,104.7,106.34,104.1,20167849.0,106.0,0.020630372492836644
2021-08-30,106.86,108.37,105.08,20955990.0,105.11,-0.0014972861688189835
2021-08-31,106.7,108.98,104.85,19736671.0,108.44,0.0028116213683223724
2021-09-01,107.0,107.53,104.27,22059596.0,107.4,-0.017757009345794446
2021-09-02,105.1,107.22,104.6,24102383.0,106.0,-0.0214081826831589
2021-09-03,102.85,105.5,102.01,23484330.0,105.46,0.016917841516772086
2021-09-06,104.59,105.16,102.09,18983841.0,102.09,0.023329190171144445
2021-09-07,107.03,107.55,103.18,22736235.0,104.5,0.012987012987012991
2021-09-08,108.42,109.68,105.6,26092193.0,106.0,-0.02600996126175989
2021-09-09,105.6,109.48,104.48,23509965.0,107.83,-0.004261363636363529
2021-09-10,105.15,106.49,104.7,14751540.0,105.6,0.10004755111745121
2021-09-13,115.67,115.67,105.15,55670746.0,105.49,-0.02982622979164868
2021-09-14,112.22,117.33,111.83,41001787.0,116.8,-0.014346818748886112
2021-09-15,110.61,112.22,106.82,33045570.0,112.2,0.007594250067805835
2021-09-16,111.45,115.39,110.68,30689978.0,111.0,0.005204127411395229
2021-09-17,112.03,112.5,109.17,16360271.0,111.45,-0.008569133267874748
2021-09-22,111.07,111.85,107.95,14270163.0,110.01,-0.03358242549743396
2021-09-23,107.34,112.4,107.0,19519965.0,111.57,-0.024315259921743985
2021-09-24,104.73,107.5,104.56,22779315.0,107.42,-0.015086412680225324
2021-09-27,103.15,105.93,102.06,22095248.0,104.93,0.02617547261269984
2021-09-28,105.85,106.37,102.65,17161859.0,103.37,0.00340103920642418
2021-09-29,106.21,107.59,103.68,17514694.0,105.13,0.0050842670181716065
2021-09-30,106.75,107.32,105.19,13072987.0,106.22,0.005526932084309166
2021-10-08,107.34,109.18,106.31,13248834.0,108.98,-0.010620458356623817
2021-10-11,106.2,108.85,105.55,11791087.0,107.63,-0.01478342749529197
2021-10-12,104.63,106.33,104.0,12377312.0,106.33,-0.009557488292076843
2021-10-13,103.63,105.37,102.81,13080764.0,104.68,0.012834121393418878
2021-10-14,104.96,106.75,103.63,11763280.0,103.63,9.527439024395119e-05
2021-10-15,104.97,105.62,103.8,10793379.0,104.0,-0.0021911022196818516
2021-10-18,104.74,106.23,102.91,12699575.0,105.54,0.03933549742218832
2021-10-19,108.86,110.92,105.0,33939613.0,105.04,-0.0070733051625941215
