Time,close,high,low,volume,open,return
2021-06-01,301.0,305.88,297.0,5721428.0,300.08,-0.009966777408637873
2021-06-02,298.0,304.0,294.0,4627551.0,303.77,-0.03862416107382547
2021-06-03,286.49,297.99,284.02,5629789.0,297.8,-0.0006631994135920895
2021-06-04,286.3,292.0,280.52,5264201.0,285.0,-0.0010827803003842203
2021-06-07,285.99,295.0,280.9,5620163.0,289.72,-0.024441414035455817
2021-06-08,279.0,287.77,277.08,5002967.0,287.1,0.009964157706093092
2021-06-09,281.78,283.97,277.2,3553663.0,279.09,0.012030662218752373
2021-06-10,285.17,286.22,279.57,6082136.0,281.39,0.015078724971069928
2021-06-11,289.47,295.49,285.48,9281509.0,286.0,0.039831416036204
2021-06-15,301.0,302.88,286.8,11748985.0,288.86,-0.07009966777408645
2021-06-16,279.9,303.5,279.68,8087742.999999999,303.22,0.05877098963915701
2021-06-17,296.35,301.0,277.7,12138720.0,279.9,-0.07828581069681136
2021-06-18,273.15,297.98,268.58,22564780.0,297.0,-0.026322533406553168
2021-06-21,265.96,275.99,260.3,14052026.0,268.5,0.01864942096555887
2021-06-22,270.92,275.0,264.04,7459506.0,268.98,0.08146316255721243
2021-06-23,292.99,297.0,272.77,14305588.0,273.0,-0.013720604798798532
2021-06-24,288.97,294.5,285.02,7441707.000000001,292.0,0.026404124995674273
2021-06-25,296.6,299.49,289.93,7693698.0,291.54,-0.002022926500337231
2021-06-28,296.0,298.38,291.0,7179232.000000001,296.49,0.019391891891891923
2021-06-29,301.74,304.99,290.8,10184878.0,294.86,0.06714389872075294
2021-06-30,322.0,328.8,303.0,13927463.0,303.0,0.012422360248447204
2021-07-01,326.0,332.0,320.23,11302382.0,328.0,-0.03530674846625764
2021-07-02,314.49,323.29,312.89,8733244.0,322.0,0.0467105472352062
2021-07-05,329.18,332.71,319.2,10100277.0,319.98,-0.023269943495959733
2021-07-06,321.52,338.86,314.18,10727978.0,330.0,0.026001492908683796
2021-07-07,329.88,332.98,312.66,7703027.0,316.85,0.015520795440766353
2021-07-08,335.0,345.0,332.74,7891474.000000001,332.74,-0.017462686567164248
2021-07-09,329.15,334.98,321.68,8472297.0,330.5,0.03770317484429599
2021-07-12,341.56,344.82,331.0,8759539.0,332.0,-0.0397001990865441
2021-07-13,328.0,341.56,317.0,13541932.0,341.56,-0.014939024390243832
2021-07-14,323.1,332.0,321.3,6332949.0,326.0,-0.008418446301454743
2021-07-15,320.38,325.99,316.28,6176344.0,323.1,-0.027717085960421984
2021-07-16,311.5,326.5,311.2,5602213.0,323.1,0.013162118780096382
2021-07-19,315.6,317.88,302.51,6071213.0,304.96,0.006558935361216708
2021-07-20,317.67,318.72,308.0,4651674.0,314.71,0.0136934554726602
2021-07-21,322.02,329.88,316.0,8561857.0,319.01,-0.04058754114651262
2021-07-22,308.95,321.39,303.0,10300498.0,321.23,-0.022107137077196908
2021-07-23,302.12,308.2,297.97,10189698.0,308.0,-0.03875943333774652
