Time,close,high,low,volume,open,return
2021-06-01,50.0,50.57,49.34,13769608.0,49.48,0.0007999999999999829
2021-06-02,50.04,50.64,49.58,13018107.0,50.16,0.042765787370103926
2021-06-03,52.18,52.85,49.87,30247623.0,50.12,-0.02644691452663861
2021-06-04,50.8,51.8,50.35,17785217.0,51.2,-0.041141732283464495
2021-06-07,48.71,50.8,48.5,19768388.0,50.1,-0.0002052966536645044
2021-06-08,48.7,49.65,48.3,15751300.0,48.99,0.0030800821355235846
2021-06-09,48.85,49.07,48.45,7236221.000000001,48.7,0.0
2021-06-10,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-11,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-15,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-16,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-17,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-18,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-21,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-22,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-23,48.85,48.85,48.85,0.0,48.85,0.0
2021-06-24,48.85,48.85,48.85,0.0,48.85,0.04544524053224153
2021-06-25,51.07,53.17,47.5,88413491.0,51.68,-0.03172116702565102
2021-06-28,49.45,50.78,48.84,35276429.0,49.8,-0.031142568250758465
2021-06-29,47.91,49.2,47.9,25877753.0,49.15,0.004591943226883865
2021-06-30,48.13,48.94,47.49,17632163.0,47.6,-0.010596301682942138
2021-07-01,47.62,48.29,47.25,13658692.0,48.15,-0.033599328013439615
2021-07-02,46.02,47.49,46.0,20004910.0,47.31,0.0030421555845283237
2021-07-05,46.16,46.45,45.4,14261496.0,45.99,0.016897746967071085
2021-07-06,46.94,47.61,45.66,15793211.0,46.09,0.0012782275244994095
2021-07-07,47.0,47.42,46.5,11032487.0,46.88,-0.02127659574468085
2021-07-08,46.0,47.02,46.0,11938748.0,47.0,0.0030434782608695777
2021-07-09,46.14,46.45,45.64,8345728.999999999,45.93,0.005418292154312961
2021-07-12,46.39,46.74,45.7,12773391.0,46.14,-0.000862254796292286
2021-07-13,46.35,47.0,46.26,17436852.0,46.5,-0.025026968716289184
2021-07-14,45.19,46.33,45.16,19441623.0,46.32,-0.011064394777605666
2021-07-15,44.69,45.08,44.2,16240867.0,45.01,0.011859476392929093
2021-07-16,45.22,46.44,45.1,16504143.0,45.46,0.00641309155241042
