Time,close,high,low,volume,open,return
2021-06-01,57.36,57.76,56.9,47426844.0,57.7,0.0038354253835425184
2021-06-02,57.58,57.69,56.88,40582027.0,57.25,-0.022577283779089914
2021-06-03,56.28,58.33,56.19,49067257.0,57.5,0.02221037668798863
2021-06-04,57.53,58.92,56.02,60832906.99999999,56.05,-0.009212584738397377
2021-06-07,57.0,57.25,56.5,32489742.0,57.21,-0.0052631578947367925
2021-06-08,56.7,57.94,56.01,47616623.0,56.95,-0.004056437389770793
2021-06-09,56.47,57.36,56.28,39140950.0,56.7,-0.0021250221356472012
2021-06-10,56.35,57.46,56.26,48113526.0,56.49,-0.00035492457852711847
2021-06-11,56.33,56.75,55.08,68208900.0,56.41,-0.0271613704952956
2021-06-15,54.8,55.83,54.12,52924052.0,55.83,0.01459854014598548
2021-06-16,55.6,56.36,54.5,51877228.0,54.8,-0.008633093525179927
2021-06-17,55.12,56.0,54.86,31901934.0,55.52,-0.0078011611030478906
2021-06-18,54.69,55.7,54.07,42711681.0,54.75,-0.018284878405558605
2021-06-21,53.69,54.79,53.12,57971550.0,54.3,0.03296703296703302
2021-06-22,55.46,55.58,53.86,64359218.00000001,53.86,-0.01153984853948793
2021-06-23,54.82,55.47,54.48,40871965.0,55.38,0.0032834731849689844
2021-06-24,55.0,55.1,54.13,36360389.0,54.82,0.025454545454545428
2021-06-25,56.4,56.55,54.78,46955964.0,55.0,-0.03014184397163113
2021-06-28,54.7,56.29,54.03,69882474.0,56.2,-0.016453382084095167
2021-06-29,53.8,54.85,53.7,53244931.00000001,54.2,0.007249070631970271
2021-06-30,54.19,54.44,53.86,35730350.0,53.9,0.03340099649381809
2021-07-01,56.0,56.0,53.8,65298735.0,54.21,-0.05267857142857148
2021-07-02,53.05,55.2,52.7,92981851.0,55.0,-0.002073515551366625
2021-07-05,52.94,53.09,51.5,56860927.0,52.94,0.011333585190782045
2021-07-06,53.54,53.54,52.41,45250713.0,53.0,-0.002054538662682096
2021-07-07,53.43,53.91,53.01,36597833.0,53.3,-0.05764551749953207
2021-07-08,50.35,53.76,50.0,155418868.0,53.76,-0.008937437934458845
2021-07-09,49.9,50.91,49.51,82701878.0,50.35,0.01002004008016032
2021-07-12,50.4,51.14,49.8,83956374.0,50.6,-0.008531746031746026
2021-07-13,49.97,50.8,48.71,59445017.00000001,49.5,-0.020412247348408966
2021-07-14,48.95,49.88,47.92,88551424.0,49.8,0.04290091930541357
2021-07-15,51.05,51.46,48.97,87727298.0,49.0,-0.0009794319294808454
2021-07-16,51.0,51.6,50.42,46210377.0,50.76,-0.003333333333333367
2021-07-19,50.83,51.2,49.41,46963076.0,51.0,-0.01809954751131225
2021-07-20,49.91,51.49,49.61,44688930.0,50.45,-0.004207573632538444
2021-07-21,49.7,50.57,49.25,50631917.0,50.02,0.011066398390341995
2021-07-22,50.25,51.1,49.38,59235589.0,49.69,-0.003980099502487618
2021-07-23,50.05,50.65,49.5,42035280.0,50.33,-0.04695304695304684
2021-07-26,47.7,49.65,47.55,74992971.0,49.62,-0.03207547169811323
2021-07-27,46.17,47.93,45.8,74949518.0,47.65,0.028156811782542715
2021-07-28,47.47,48.34,46.31,84730981.0,46.31,0.010111649462818706
2021-07-29,47.95,48.3,47.5,64274521.0,48.2,-0.030239833159541245
2021-07-30,46.5,47.8,46.11,59195897.0,47.75,0.026021505376344106
2021-08-02,47.71,48.22,45.21,83614684.0,46.8,-0.0025151959756863854
2021-08-03,47.59,48.1,46.95,51875828.0,47.6,-0.012397562513133082
2021-08-04,47.0,47.95,46.8,51149988.0,47.58,-0.005319148936170213
2021-08-05,46.75,47.3,46.09,44230311.0,46.68,0.017967914438502746
2021-08-06,47.59,47.8,46.1,50755757.0,46.47,0.030888842193738154
2021-08-09,49.06,50.0,47.58,73043020.0,47.58,0.023440684875662424
2021-08-10,50.21,50.53,48.56,66357548.0,49.08,0.013742282413861735
2021-08-11,50.9,51.77,50.0,56855459.0,50.21,-0.004322200392927286
2021-08-12,50.68,51.5,50.41,39718245.0,50.7,0.009865824782951855
2021-08-13,51.18,51.35,50.31,46740470.0,50.71,-0.006057053536537754
2021-08-16,50.87,51.24,49.5,74413969.0,51.2,-0.024572439551798705
2021-08-17,49.62,51.4,49.52,60323196.0,50.87,0.07093913744457886
2021-08-18,53.14,53.57,49.92,123124236.0,49.99,-0.029356417011667336
2021-08-19,51.58,53.1,51.36,67630059.0,52.8,-0.010663047692904172
2021-08-20,51.03,52.57,49.9,69376473.0,51.74,0.01685283166764647
2021-08-23,51.89,52.87,51.21,53901721.0,51.48,0.005974176141838548
2021-08-24,52.2,52.85,51.01,52827690.0,52.02,-0.01475095785440619
2021-08-25,51.43,52.71,51.21,40738077.0,52.58,-0.03558234493486289
