Time,Content
2021-11-15,海通证券：宽信用落地中，等待价值风格补涨
2021-11-12,宣泰医药成今年IPO暂缓审议第13家 保荐机构海通证券
2021-10-29,海通证券前三财季净利118.26亿元，营收348.39亿元
2021-10-29,李军正式任海通证券总经理，金融从业经历丰富，兼具监管经验
2021-10-28,海通证券(06837.HK)：李军获委任为总经理
2021-10-28,海通证券(600837.SH)第三季度净利润36.56亿元 同比增长21.10%
2021-10-27,牵手海通证券，鸿晔科技拟转换赛道赴A股上市
2021-10-25,雷神科技拟变更主办券商由海通证券变为国泰君安 今年4月进上市辅导期
2021-10-15,申通快递跌5.02% 海通证券中信证券5年前高点喊买入
2021-10-14,我武生物跌6.39% 申银万国海通证券高点唱多
2021-10-13,三峡能源跌3.57% 海通证券高点唱多
2021-10-12,三安光电跌3.8% 海通证券安信证券高点唱多
2021-10-11,阳光电源跌7.45% 上月初海通证券安信证券唱多
2021-09-29,三安光电跌5.07% 海通证券安信证券高点唱多
2021-09-29,未勤勉尽责，海通证券面临行政处罚！证监局：拟罚没400万元
2021-09-29,监管出手，千亿海通证券被罚没400万！更糟的是...
2021-09-29,海通证券(06837.HK)收到中国证监会重庆证监局行政处罚事先告知书
2021-09-28,海通证券(600837.SH)收到证监会重庆监管局行政处罚事先告知书
2021-09-28,海通证券：收到重庆证监局行政处罚告知书
2021-09-27,双星彩塑交易对手方被公开谴责 财务顾问为海通证券
2021-09-26,海通证券：第三股风已来临 正吹向低估的大金融和基建相关制造
2021-09-22,海通证券：可继续挖掘碳中和概念板块和周期资源板块
2021-09-22,宽创国际终止深交所创业板IPO 保荐机构为海通证券
2021-09-18,海通证券投行业务频频被罚 14位保代执业有不良记录
2021-09-17,中信特钢跌5.05% 长江证券海通证券高点唱多
2021-09-14,立昂微两跌停 海通证券安信证券高点唱多
2021-09-13,阳光电源跌6.25% 月初海通证券安信证券唱多
2021-09-13,海通证券：建议投资者可以继续深度挖掘周期行业
2021-09-13,海通证券被立案调查：年内多次收到警示函 45家IPO企业或受影响
2021-09-10,海通证券陷奥瑞德业绩造假案被调查 业务合规性遭质疑62单IPO或受拖累
2021-09-10,海通证券陷奥瑞德业绩造假案被调查 业务合规性遭质疑62单IPO或受拖累
2021-09-10,海通证券陷奥瑞德业绩造假案被调查 业务合规性遭质疑62单IPO或受拖累
2021-09-10,海通证券陷奥瑞德业绩造假案被调查 业务合规性遭质疑62单IPO或受拖累
2021-09-10,海通证券陷奥瑞德业绩造假案被调查 业务合规性遭质疑62单IPO或受拖累
2021-09-09,海通证券：建议关注盈利相对确定的蓝筹、白马股
2021-09-09,海通证券：建议投资者关注盈利相对确定的蓝筹、白马股
2021-09-09,券商又成“渣男”！机构6.6亿抛弃海通证券，涉ST瑞德案遭证监会调查，后者财务造假股价暴跌95%！
2021-09-09,【龙虎榜】海通证券9月9日成交明细
2021-09-09,海通证券放量大跌8.41% 两机构合计卖出6.63亿元
2021-09-09,海通证券跌8.4% 督导ST瑞德涉嫌违法被证监会立案调查
2021-09-09,券商股持续分化，海通证券大跌超9%，券商ETF优势再度凸显
2021-09-09,海通证券跌超8%，证券ETF（512880）跌超1% 盘中净流入超5亿元
2021-09-09,大跌9%！海通证券被立案调查，60余家IPO恐波及
2021-09-09,券商板块回调，海通证券跌超8%，券商ETF（512000）强势吸金超6000万元！
2021-09-09,海通证券AH股均大幅低开 因财务顾问工作涉嫌违规被证监会立案调查
2021-09-09,开盘：沪指跌0.23%创业板指涨0.14%，元宇宙概念领跌中青宝仍高开近12%，海通证券大跌5.56%
2021-09-08,多次涉嫌违法违规 海通证券再遭证监会立案调查
2021-09-08,多次涉嫌违法违规 海通证券再遭证监会立案调查
2021-09-08,【公告抢先看】海通证券涉嫌违法违规 遭证监会立案调查、中青宝触及“元宇宙”概念相对较浅 产品尚在研发中
2021-09-08,阳光电源跌3.73% 一周前海通证券安信证券唱多
2021-09-08,海通证券被证监会立案调查 督导ST瑞德期间涉嫌违法
2021-09-08,海通证券：涉嫌违法违规 证监会决定对公司立案调查
2021-09-08,海通证券(600837.SH)：发行不超300亿元次级公司债券获证监会注册批复
2021-09-07,海通证券：建议短期重点关注券商和周期类股票的风格切换是否成立
2021-09-06,迈威生物过会：今年IPO过关第289家 海通证券过19单
2021-09-05,海通证券：沪市或保持震荡上扬为主 创业板整体趋势下行中
